Title,Description,URL,Access note,Subjects,Resource type,Access model,Provider
Nineteenth century House of Lords parliamentary papers dataset,"Collection of primary-source or historical text content related to Nineteenth century House of Lords parliamentary papers. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624143,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"Northern Ireland, a divided community dataset : cabinet papers of the Stormont Administration","Language, text, or annotated corpus data related to Northern Ireland, a divided community : cabinet papers of the Stormont Administration. Useful for corpus analysis, language study, and computational methods.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624144,Hosted text data available by request through Yale Library.,Humanities & History; Technology & Innovation; Energy & Environment,Linguistic Data,Hosted by Yale Library,Yale Library
Occupation and independence dataset : the Austrian Second Republic,"Collection of primary-source or historical text content related to Occupation and independence : the Austrian Second Republic. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624145,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Overland journeys dataset : travels in the West,"Collection of primary-source or historical text content related to Overland journeys : travels in the West. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624146,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Papers of Amiri Baraka dataset : poet laureate of the Black Power movement,"Collection of primary-source or historical text content related to Papers of Amiri Baraka : poet laureate of the Black Power movement. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624147,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Papers of the Nixon administration dataset : the President's confidential and subject special files,"Language, text, or annotated corpus data related to Papers of the Nixon administration : the President's confidential and subject special files. Useful for corpus analysis, language study, and computational methods.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624148,Hosted text data available by request through Yale Library.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
"Patriotes aux armes! dataset : (Patriots to arms!) : the underground resistance in France, Belgium, Holland, and Italy","Collection of primary-source or historical text content related to Patriotes aux armes! : (Patriots to arms!) : the underground resistance in France, Belgium, Holland, and Italy. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624149,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Personal justice denied dataset : public hearings of the Commission on Wartime Relocation and Internment,"Collection of primary-source or historical text content related to Personal justice denied : public hearings of the Commission on Wartime Relocation and Internment. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624150,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Philadelphia inquirer dataset,"Collection of primary-source or historical text content related to Philadelphia inquirer. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624151,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Phyllis Lyon and Del Martin dataset : beyond the Daughters of Bilitis,"Collection of primary-source or historical text content related to Phyllis Lyon and Del Martin : beyond the Daughters of Bilitis. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624152,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Picture post historical archive dataset,"Collection of primary-source or historical text content related to Picture post historical archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624153,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Pittsburgh post-gazette dataset,"Collection of primary-source or historical text content related to Pittsburgh post-gazette. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624154,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Policing the Shanghai International Settlement dataset,"Collection of primary-source or historical text content related to Policing the Shanghai International Settlement. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624155,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Political relations and conflict between republican China and imperial Japan dataset : records of the U.S. State Department,"Collection of primary-source or historical text content related to Political relations and conflict between republican China and imperial Japan : records of the U.S. State Department. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624156,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
"Political, economic, and military conditions in China dataset : reports and correspondence of the U.S. Military Intelligence Division","Collection of primary-source or historical text content related to Political, economic, and military conditions in China : reports and correspondence of the U.S. Military Intelligence Division. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624157,Hosted text data available by request through Yale Library.,Humanities & History; Business & Economics,Text Corpus,Hosted by Yale Library,Yale Library
"Post-war Europe dataset : refugees, exile and resettlement","Collection of primary-source or historical text content related to Post-war Europe : refugees, exile and resettlement. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624158,Hosted text data available by request through Yale Library.,Humanities & History; News & Media; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Price control in the courts dataset : the U.S. Emergency Court of Appeals,"Collection of primary-source or historical text content related to Price control in the courts : the U.S. Emergency Court of Appeals. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624159,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Psychological warfare and propaganda in World War II dataset : air dropped and shelled leaflets and periodicals,"Collection of primary-source or historical text content related to Psychological warfare and propaganda in World War II : air dropped and shelled leaflets and periodicals. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624160,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Records of the National Council for United States-China Trade dataset,"Collection of primary-source or historical text content related to Records of the National Council for United States-China Trade. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624161,Hosted text data available by request through Yale Library.,Humanities & History; Business & Economics,Text Corpus,Hosted by Yale Library,Yale Library
Records of the Persian Gulf War dataset,"Language, text, or annotated corpus data related to Records of the Persian Gulf War. Useful for corpus analysis, language study, and computational methods.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624162,Hosted text data available by request through Yale Library.,Humanities & History; Technology & Innovation,Linguistic Data,Hosted by Yale Library,Yale Library
Republic of New Afrika dataset,"Collection of primary-source or historical text content related to Republic of New Afrika. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624163,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
"Revolution in Mexico, the 1917 Constitution, and its aftermath dataset : records of the U.S. State Department","Collection of primary-source or historical text content related to Revolution in Mexico, the 1917 Constitution, and its aftermath : records of the U.S. State Department. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624164,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Revolution of the king and the people in Morocco dataset : records of the U.S. State Department classified files,"Collection of primary-source or historical text content related to Revolution of the king and the people in Morocco : records of the U.S. State Department classified files. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624165,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Sabin Americana dataset,"Collection of primary-source or historical text content related to Sabin Americana. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624166,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
SAFEHAVEN reports on Nazi looting of occupied countries and assets in neutral countries dataset,"Collection of primary-source or historical text content related to SAFEHAVEN reports on Nazi looting of occupied countries and assets in neutral countries. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624167,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
San Francisco chronicle dataset,"Collection of primary-source or historical text content related to San Francisco chronicle. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624168,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Savings and loan crisis dataset : loss of public trust and the federal bailout,"Collection of primary-source or historical text content related to Savings and loan crisis : loss of public trust and the federal bailout. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624169,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Slavery & anti-slavery dataset : a transnational archive,"Collection of primary-source or historical text content related to Slavery & anti-slavery : a transnational archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624170,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Socialism and National Unity in Yugoslavia dataset : records of the U.S. State Department classified files,"Collection of primary-source or historical text content related to Socialism and National Unity in Yugoslavia : records of the U.S. State Department classified files. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624174,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Southern literary messenger dataset : literature of the old South,"Collection of primary-source or historical text content related to Southern literary messenger : literature of the old South. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624175,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
St. Louis post-dispatch dataset,"Collection of primary-source or historical text content related to St. Louis post-dispatch. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624176,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
State papers online dataset : early modern government in Britain and Europe,"Collection of primary-source or historical text content related to State papers online : early modern government in Britain and Europe. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624177,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
Sunday times digital archive dataset,"Collection of primary-source or historical text content related to Sunday times digital archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624178,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
"Testaments to the Holocaust dataset : documents and rare printed materials from the Wiener Library, London","Collection of primary-source or historical text content related to Testaments to the Holocaust : documents and rare printed materials from the Wiener Library, London. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624179,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Tiananmen Square and U.S.-China relations dataset,"Collection of primary-source or historical text content related to Tiananmen Square and U.S.-China relations. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624180,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Times digital archive dataset,"Collection of primary-source or historical text content related to Times digital archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624181,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
TLS historical archive dataset,"Collection of primary-source or historical text content related to TLS historical archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624182,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. and Iraqi relations dataset : U.S. technical aid,"Collection of primary-source or historical text content related to U.S. and Iraqi relations : U.S. technical aid. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624183,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. civilian advisory effort in Vietnam dataset : U.S. Operations Mission,"Collection of primary-source or historical text content related to U.S. civilian advisory effort in Vietnam : U.S. Operations Mission. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624184,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. declassified documents online dataset,"Collection of primary-source or historical text content related to U.S. declassified documents online. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624185,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
U.S. Middle East peace policy and America's role in the Middle East peace process dataset,"Collection of primary-source or historical text content related to U.S. Middle East peace policy and America's role in the Middle East peace process. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624186,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
U.S. relations with the Vatican and the Holocaust dataset,"Collection of primary-source or historical text content related to U.S. relations with the Vatican and the Holocaust. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624187,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Vogue archive dataset,"Collection of primary-source or historical text content related to Vogue archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624188,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Wall Street journal dataset,"Collection of primary-source or historical text content related to Wall Street journal. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624189,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
War Department and Indian affairs dataset,"Collection of primary-source or historical text content related to War Department and Indian affairs. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624190,Hosted text data available by request through Yale Library.,Humanities & History; Government & Public Policy,Text Corpus,Hosted by Yale Library,Yale Library
War of 1812 dataset : diplomacy on the high seas,"Collection of primary-source or historical text content related to War of 1812 : diplomacy on the high seas. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624191,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Washington post dataset,"Collection of primary-source or historical text content related to Washington post. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624192,Hosted text data available by request through Yale Library.,Humanities & History; News & Media,Text Corpus,Hosted by Yale Library,Yale Library
Witchcraft in Europe and America dataset,"Collection of primary-source or historical text content related to Witchcraft in Europe and America. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624193,Hosted text data available by request through Yale Library.,Humanities & History,Text Corpus,Hosted by Yale Library,Yale Library
Women organizing transnationally dataset : the Committee of Correspondence,"Collection of primary-source or historical text content related to Women organizing transnationally : the Committee of Correspondence. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624194,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
"Women, war and society dataset","Collection of primary-source or historical text content related to Women, war and society. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624195,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Women's issues and their advocacy within the White House dataset,"Collection of primary-source or historical text content related to Women's issues and their advocacy within the White House. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624196,Hosted text data available by request through Yale Library.,Humanities & History; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
Women's magazine archive dataset,"Collection of primary-source or historical text content related to Women's magazine archive. Suitable for historical, cultural, policy, and text-based research.",https://forms.office.com/Pages/ResponsePage.aspx?id=u76M3Tkh-E20EU4-h6vrXMjNfnD4mMpOg7eh3akk4SdUQjk5TVAwQ1YyTVRFVU9VV0lSWENQTEU4MS4u&r3669c7a6738b42b7ad425f7a462c04d7=14624197,Hosted text data available by request through Yale Library.,Humanities & History; News & Media; Social Sciences,Text Corpus,Hosted by Yale Library,Yale Library
